Авторы,Идентификаторы авторов,Ссылка,Пристатейные ссылки
"Pavlyutkin I.V.","56636812000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900547942&partnerID=40&md5=ed72dec34eedc6cb2e536e4a4d7f2d75","Burt, R.S., (1992) Structural Holes: The Social Structure of Competition, , Cambridge Mass.: Harvard University Press; Charmaz, K., (2005) Grounded Theory in the 21st Century: Applications for Advancing Social Justice Studies, pp. 507-535. , N. K. Denzin, Y. S. Lincoln (eds.) The Sage Handbook of Qualitative Research. 3rd ed. California: Sage Publications; Glaser, B.G., (1978) Theoretical Sensitivity: Advances in the Methodology of Grounded Theory, , Mill Valley (CA): Sociology Press; Glaser, B.G., (1998) Doing Grounded Theory, , Issues and Discussions. Mill Valley (CA): Sociology Press; Glaser, B.G., (2007) Doing Formal Theory, pp. 97-113. , Bryant A., Charmaz K. (eds.) The Sage Handbook of Grounded Theory L.: Sage Publications; Kearney, M.H., (2007) From the Sublime to the Meticulous: The Continuing Evolution of Grounded Theory, pp. 127-151. , Bryant A., Charmaz K. (eds.) The Sage Handbook of Grounded Theory L.: Sage Publications; Stark, D., (2009) The Sense of Dissonance: Accounts of Worth in Economic Life, , Princeton NJ: Princeton University Press; White, H.C., Network switchings bayesian forks: Reconstructing the social and Behavioral Sciences (1995) Social Research, 62 (4), pp. 1035-1063"
"Abankina T., Krasilova A., Yastrebov G.","55497098000;55497998000;25937011700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002833200&doi=10.17323%2f1814-9545-2012-2-87-120&partnerID=40&md5=71f116a031a14e61eac7dc4e97cc88a6","(2005), (11), pp. 77-81. , Russian Source; (2003), (2), pp. 123-143. , Russian Source; (2003), pp. 194-223. , Russian Source 2002; (2005), (1), pp. 91-94. , Russian Source; (2008), Russian Source; (1970), Russian Source; (2004), (12), pp. 95-102. , Russian Source; (2007), Russian Source; (2005), Russian Source; (2010), (1), pp. 5-27. , Russian Source; (2011), (1), pp. 5-28. , Russian Source; Bourdieu, P., Passeron, J.-C., (1977) Reproduction in Education, Society and Culture, , L.; Beverly Hills: Sage Publications; Byun, S., Meece, J., Irvin, M., (2010) Rurality, social capital, and college completion, , Paper presented at Annual meeting of the American Educational Research Association. May 3, 2010; Carr, P., Kefalas, M., (2009) Hollowing out the middle: The rural brain drain and what it means for America, , Beacon Press; DeYoung, A.J., The status of American rural education research: An integrated review and commentary (1987) Review of Educational Research, 57 (2), pp. 168-181; Erikson, R., Goldthorpe, J.H., (1992) The constant flux: A study of class mobility in industrial societies, , Oxford: Clarendon Press; Featherman, D.L., Hauser, R.M., (1977) The process of stratification: Trends and analyses, , N. Y.: Academic Press; Ganzeboom, H., Treiman, D., Internationally comparable measures of occupational status for the 1988 International Standard Classification of Occupations (1996) Social Science Research, 25 (3), pp. 201-239; Hardré, P., Taking on the motivating challenge: Rural high school teachers' perceptions and practice (2008) Teacher Education and Practice, 21 (1), pp. 72-88; Hektner, J.L., When growing up implies moving out: Rural adolescent conflict in the transition to adulthood (1995) Journal of Research in Rural Education, 11 (1), pp. 3-14; McGranahan, D.A., Ghelfi, L.M., (1991) The education crisis and rural stagnation in the 1980s / Education and rural economic development: Strategies for the 1990s, , Washington, DC: United States Department of Agriculture; Roscigno, V., Crowley, M., Rurality, institutional disadvantage, and achievement/attainment (2001) Rural Sociology, 66 (2), pp. 268-293; Treiman, D., (1977) Occupational prestige in comparative perspective, , N. Y.: Academic Press; Woodrum, A., State-mandated testing and cultural resistance in Appalachian schools: Competing values and expectations (2004) Journal of Research in Rural Education, 19 (1), pp. 1-10"
"Natkhov T.","56395499700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027469762&doi=10.17323%2f1814-9545-2012-2-62-67&partnerID=40&md5=5929ae4b2d30389269eedb5c393a70e0","(2011), (3). , Russian Source; Alesina, A., La Ferrara, E., Who trusts others? (2000) Journal of Public Economics, 85, pp. 207-234; Bourdieu, P., (1986) Handbook of theory and research for the sociology of education, , Greenwood Press; Campbell, D., (2006) What is education's impact on civic and social engagement?, , www.oecd.org/edu/socialoutcomes/symposium, Measuring the effects of education on health and civic engagement OECD; Coleman, J., Social capital in the creation of human capital (1988) American Journal of Sociology, 94, pp. 95-120; Coleman, J., Hoffer, T., (1987) Public and private high schools: The impact of communities, , N. Y.: Basic Books; Dee, T.S., Are there civic returns to education? (2004) Journal of Public Economics, 88, pp. 1697-1720; Dewey, J., (1916) Democracy and education, , The Macmillan Company; Dika, S.L., Singh, K., Applications of social capital in educational literature: A critical synthesis (2002) Review of Educational Research, 72 (1), pp. 31-60; Farr, J., Social capital: A conceptual history (2004) Political Theory, 32 (1), pp. 6-33; Glaeser, E., Laibson, D., Sacerdote, B., (2000) The economic approach to social capital, , NBER Working Paper. No. 7728; Hanifan, L.J., The rural school community center (1916) Annals of the American Academy of Political and Social Science, 67, pp. 130-138; Helliwell, J., Putnam, R., Education and social capital (2007) Eastern Economic Journal, 33 (1); Helliwell, J.F., (2001) The contribution of human and social capital to sustained economic growth and well-being, , Organization for Economic Co-operation and Development. Quebec, Canada; Helliwell, J., Putnam, R., Education and social capital (2007) Eastern Economic Journal, 33 (1); Knack, S., Keefer, P., Does social capital have an economic payoff? A cross-country investigation (1997) Quarterly Journal of Economics, 112 (4), pp. 1251-1288; Kremer, M., Miguel, E., Thornton, R., (2011) Education as liberation? Unpublished manuscript, , http://www.economics.harvard.edu/faculty/kremer/files/GSP-tracking-politics_2011-04-04-CLEAN.pdf, Harvard University; La Porta, R., Lopez-de-Silanes, F., Shleifer, A., Vishny, R., Trust in large organizations (1997) American Economic Review Papers and Proceedings, 87 (2), pp. 333-338; Lipset, S.M., (1960) Political man: The social basis of modern politics, , N. Y.: Doubleday; Nie, N.H., Junn, J., Stehlik-Barry, K., (1996) Education and democratic citizenship in America, , Chicago: University of Chicago Press; Putnam, R.D., Bowling alone: America's declining social capital (1995) The Journal of Democracy, 6 (1), pp. 65-78; Putnam, R.D., (2000) Bowling alone: The collapse and revival of American community, , N. Y.: Simon & Schuster; Stanton-Salazar, R., Dornbusch, S., Social capital and the reproduction of inequality: Information networks among Mexicanorigin high school students (1995) Sociology of Education, 68 (2), pp. 116-135"
"Melikyan A., Zhelezov B.","57195361587;57195360201;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027448032&doi=10.17323%2f1814-9545-2012-4-259-277&partnerID=40&md5=c5ffe99de13072c13522e0ddddb71151","(2012), 1, pp. 156-171. , Russian Source; Closing the equity gap: A portrait of Canada's university teachers, 1996-2001 (2004) CAUT Education Review, 6 (2); Green, W., Myatt, P., Telling tales: A narrative research study of the experiences of new international academic staff at an Australian university (2011) The International Journal for Academic Development, 16 (1), pp. 33-44; Gress, D.R., Ilon, L., Successful integration of foreign faculty into Korean universities: A proposed framework (2009) KEDI Journal of Educational Policy, 6 (2), pp. 183-204; Mamiseishvili, K., Characteristics, job satisfaction, and workplace perception of foreign-born faculty at public 2-year institutions (2011) Community College Review, 39 (1), pp. 26-45; Mann-Chun, L., (2001) The adaptation and experience of foreignborn faculty members in the United States, , University of Notre Dame. Doctoral diss; Marvasti, A., U. S. academic institutions and perceived effectiveness of foreign-born faculty (2005) Journal of Economic Issues, 39 (1), pp. 151-176; McNeill, D., (2011) South Korea brings in foreign professors by the thousands, but is it ready for them? // The Chronicle of Higher Education, , http://chronicle.com/article/South-Korea-Brings-in-Foreign/126508, February 27; Na, W., (2008) Do we belong here? An exploration of foreign-born facultys organizational attachment at a U, , S. Michigan State University. Doctoral diss; Parry, Z., (2011) Case study: South Korea for overseas job seekers // The Chronicle of Higher Education, , http://chronicle.com/article/Case-Study-South-Koreafor/128648, August 16; Redden, E., (2008) Integrating international faculty // Inside Higher Ed, , http://www.middlebury.edu/ls/contact/agermain-rutherford/node/286932, January 24; Richardson, J., McBey, R.J., McKenna, S., (2006) International faculty in Canada: An exploratory study, , http://www.ic.gc.ca/eic/site/eas-aes.nsf/eng/ra01995.html; Richardson, J., McBey, R.J., McKenna, S., (2009) Internationalizing Canada's universities: Where do international faculty fit in?, , http://www.yorku.ca/yorkint/global/archive/conference/canada/papers/Richardson-McBey-McKenna.pdf; Richardson, J., Zikic, J., The darker side of an international academic career (2007) Career Development International, 12 (2), pp. 164-186; Rumbley, L., Pacheco, I., Altbach, P.G., (2008) International comparison of academic salaries: An exporatory study, , http://www.bc.edu/content/dam/files/research_sites/cihe/pubs/Lumbley_Pacheco_Altbach_salary_report_2008.pdf, Chestnut Hill. MA: Boston College Center for International Higher Education; Salmarsh, S., Swirski, T., Pawns and prawns: International academics observations on their transition to working in an Australian university (2010) Journal of Higher Education Policy and Management, 32 (3), pp. 291-301; http://www.universitiesuk.ac.uk/Publications/Documents/Policy%20Brief%20Talent%20Wars.pdf, Universities UK. Talent wars: The international market for academic staff; http://nces.ed.gov/datalab/tableslibrary/viewtable.aspx?tableid=2102, US Department of Education, National Center for Education Statistics; Zeng, L., Pearce, R., Wang, W., Imported talents: Demographic characteristics, achievement and job satisfaction of foreign born full time faculty in four-year American colleagues (2009) Higher Education, 57, pp. 703-721; Wells, R., Seifert, T., Park, S., Reed, E., Umbach, P., Job satisfaction of international faculty in US higher education (2007) Journal of the Professoriate, 2 (1), pp. 5-32"
"Stepantsov P., Kuzminov V.","57195362878;57195357048;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027458146&doi=10.17323%2f1814-9545-2012-4-83-108&partnerID=40&md5=5b74afd8417613612453782c78398f86","(2010), Russian Source; Ball, S.J., Education markets, choice and social class: The market as a class strategy in the UK and the USA (1993) British Journal of Sociology of Education, 14 (1), pp. 3-19; Bagley, K., School choice and competition: A public-market in education revisited (2006) Oxford Review of Education, 32 (3), pp. 347-362; Dash, P.L., Education in post-soviet Russia: No more an obligation of the state (1998) Economic and Political Weekly, 33 (21), pp. 1232-1234; Davis, G., Ostrom, E., A public economy approach to education: Choice and co-production (1991) International Political Science Review, 12 (4), pp. 313-335; Luhmann, N., (1996) Social systems, , Stanford University Press; Smith, K.B., Meiner, K.J., Public choice in education: Markets and the demand for quality education (1995) Political Research Quarterly, 48 (3), pp. 461-478; Tomlinson, S., Diversity, choice and ethnicity: The effects of educational markets on ethnic minorities (1997) Oxford Review of Education, 23 (1), pp. 63-76"
"Ugolnova L.","57195359397;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027457882&partnerID=40&md5=193d3dd62344df9eba3aa6fc6d05b7ba",
"Zlotnik A.A., Zlotnik I.A.","7101674545;14043052500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912043558&doi=10.1134%2fS1064562412060130&partnerID=40&md5=79bb2fa079c4b812ae109f5aa3381f48","Antoine, X., Arnold, A., Besse, C., (2008) Commun. Comp. Phys, 4, pp. 729-796; Arnold, A., (1998) VLSI Design, 6, pp. 313-319; Ehrhardt, M., Arnold, A., (2001) Riv. Mat. Univ. Parma, 6, pp. 57-108; Arnold, A., Ehrhardt, M., Sofronov, I., (2003) Commun. Math. Sci, 1, pp. 501-556; Ducomet, B., Zlotnik, A., (2006) Commun. Math. Sci, 4, pp. 741-766; Ducomet, B., Zlotnik, A., (2007) Commun. Math. Sci, 5, pp. 267-298; Ducomet, B., Zlotnik, A., Zlotnik, I., (2009) Kinetic Related Models, 2, pp. 151-179; Zlotnik, A.A., Zlotnik, I.A., (2011) Dokl. Math, 83, pp. 12-18; Zlotnik, I.A., (2011) Comput. Math. Math. Phys, 51, pp. 355-376"
"Savchenko A.V.","42962245900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922685513&partnerID=40&md5=6d0bc6593c32520d1003763812d933bf","Theodoridis, S., (2009) Pattern Recognition, p. 840. , 4th Edition) / S. Theodoridis, C. Koutroumbas. - Elsevier Inc; Forsyth, D.A., (2003) Computer Vision: A Modern Approach, p. 693. , D.A. Forsyth, J. Ponce. - New Jersey: Prentice Hall; Zuo, W., (2006) Robust Recognition of Noisy and Partially Occluded Faces Using Iteratively Reweighted Fitting of Eigenfaces, 4261, pp. 844-851. , Wangmeng Zuo, Kuanquan Wang and David Zhang // Conference on Advances in Multimedia Information Processing, Lecture Notes in Computer Science; Lowe, D., Distinctive image features from scale-invariant keypoints (2004) International Journal of Computer Vision, 60 (2), pp. 91-110. , D. Lowe, ISSN 0920-5691; Zhuravlev, Y.I., On algebraic approach in the problems of pattern recognition or classification (1978) Cybernetics Problems, 33, pp. 5-68. , Yu.I. Zhuravlev, In Russian); Esmaeili, M., (2007) Creating of Multiple Classifier Systems By Fuzzy Decision Making In Human-Computer Interface Systems, pp. 1-7. , M. Esmaeili, M. Rahmati // Conference IEEE Fuzzy Systems; Mazurov, V.D., (1990) Method of Committees In Optimisation and Classification, p. 248. , V.D. Mazurov. - Moscow: ""Nauka"" Publisher, In Russian; Pardo, M., Learning from data: A tutorial with emphasis on modern pattern recognition methods (2002) Sensors Journal, IEEE, 2 (3), pp. 203-217. , M. Pardo, G. Sberveglieri, ISSN 1530-437X; Fukunaga, K., (1991) Introduction to Statistical Pattern Recognition, p. 591. , 2nd ed. / K. Fukunaga. - New York: Academic Press, Inc; Chow, C.K., On optimum error and reject trade-off (1970) IEEE Transactions On Information Theory, 16, pp. 41-46. , C.K. Chow, ISSN 0018-9448; Tsypkin, Y.Z., (1968) Adaptation and Training In Automated Systems, p. 400. , Ya.Z. Tsypkin. - Moscow: ""Nauka"" Publisher, In Russian; Bibikov, S.A., Correction of shadow artifacts on colorful digital images (2010) Computer Optics, 34 (1), pp. 124-131. , S.A. Bibikov, A.V. Nikonorov, V.A. Fursov, ISSN 0134-2452. - (In Russian); Shapiro, L., (2001) Computer Vision, p. 752. , L. Shapiro, G. Stockman. - Prentice Hall; Zhang, D., (2001) Content-Based Shape Retrieval Using Different Shape Descriptors: A Comparative Study, pp. 289-293. , D. Zhang, G. Lu // IEEE International Conference on Multimedia and Expo; Savchenko, A.V., Gradient Orientation in a Problem of Automatic Halftone Image Recognition Based on Statistical Approach (2012) Vestnik of Computer and Information Technologies, 1, pp. 12-16. , A.V. Savchenko, ISSN 1810-7206. - (In Russian); Gorelik, A.L., (1985) Modern State of the Art In the Recognition Problem: Several Aspects, p. 160. , A.L. Gorelik, I.B. Gurevich, V.A. Scripkin. - Moscow: ""Radio i Svyazj"" Publisher, In Russian; Tresp, V., Committee machines (2001) Handbook For Neural Network Signal Processing, pp. 135-151. , V. Tresp; Rudakov, K.V., On methods of optimization and monotonous correction in the algebraic approach to the pattern recognition problem (1999) Doklady Akademii Nauk, 367 (3), pp. 314-317. , K.V. Rudakov, K.V. Vorontsov, ISSN 0869-5652. - (In Russian); Kullback, S., (1978) Information Theory and Statistics, p. 408. , S. Kullback. - Dover Pub; Savchenko, V.V., Minimum information discrimination principle in the problem of discrete objects (2005) Izvestia Vuzov Rossii: Radioelektronika, 3, pp. 10-18. , V.V. Savchenko, A.V. Savchenko, ISSN 1993-8985. - (In Russian; Savchenko, A.V., Probability half-tone image model in a problem of unsupervised pattern recognition based on directed enumeration method (2011) Computer Optics, 35 (3), pp. 385-394. , A.V. Savchenko, ISSN 0134-2452. - (In Russian; Fursov, V.A., Face recognition on the basis of conjugation indexes in the space of summarizing invariants (2008) Computer Optics, 32 (4), pp. 400-402. , V.A. Fursov, N.E. Kozin, ISSN 0134-2452. - (In Russian); (2005) Face Processing: Advanced Modeling and Methods, p. 768. , edited by W. Zhao, R. Chellappa. - Elsevier: Academic Press; http://cvc.yale.edu/projects/yalefaces/yalefaces.html, The Yale Face database [Electronical Resourse]; http://www.cl.cam.ac.uk/research/dtg/attarchive/facedatabase.html, The AT&T database [Electronical Resourse]; Savchenko, A.V., Automatic image recognition criterion combining based on minimum information-discrimination principle (2011) Control Systems and Information Technologies, 44 (2), pp. 22-25. , A.V. Savchenko, ISSN 1729-5068. - (In Russian); Tan, X., Face recognition from a single image per person: A survey (2006) Pattern Recognition, 39 (9), pp. 1725-1745. , X. Tan, S. Chen, Z.H. Zhou, F. Zhang, ISSN 0031-3203"
"Timorin V.","6507568071;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872383066&doi=10.4310%2fMRL.2012.v19.n4.a13&partnerID=40&md5=c90edc6d0f6604e275cb48c702a3f7fa","Cartan, E., Sur les vari'et'es à connexion projective (1924) Bull. Soc. Math., 52, pp. 205-241; Izadi, F.-A., On rectification of circles and an extension of beltrami's theorem rocky mountain (2005) J. Math., 34 (3), pp. 881-899; Khovanskii, A.G., Rectification of circles (1980) Siberian Math. J., 21, pp. 649-652; Khovanskii, G.S., (1976) Foundations of Nomography, , Nauka, Moscow; Mobius, A.F., Der barycentrische calcul (1827) August Ferdinand Mobius, , gesammelteWerke; Timorin, V., Rectification of circles and quaternions (2003) Michigan Mathematical Journal, 51 (1), pp. 153-167. , DOI 10.1307/mmj/1049832898; Circles and Clifford algebras (2004) Funct. Anal. Appl., 38 (1), pp. 45-51; Circles and quadratic maps between spheres (2005) Geom. Dedicata, 115, pp. 19-32; Maps that take lines to circles, in dimension 4 (2006) Funct. Anal. Appl., 40 (2), pp. 108-116; Rectifiable pencils of conics (2007) Moscow Math. J., 7 (3), pp. 561-570; Tresse, A., D'etermination des Invariants Ponctuels de L'́equations Diff'erentielle Ordinaire du Second ordre y? = ?(x, y, y?, , (S. Hirkel ed.), Leipzig 1896; Von Staudt, K.G.C., Geometrie der lage (1847) Nurnberg"
"Titova N., Shutov A., Karpunina M.","57197174761;7101871986;55274973600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924337549&partnerID=40&md5=d35225418759e40f08cb35fe94ba0f18","Barlas, Y., Diker, V., A dynamic simulation game (UNIGAME) for strategic university management (2000) Simulation Gaming, 31, pp. 331-358; Franz, L., An adaptive decision support system for academic resource planning (1981) Decision Sciences, 12, pp. 276-293; Deniz, D., Ersan, I., Using an academic dss for student, course and program assessment (2001) Proceedings of the ICEE; Deris, S., University timetabling by constraint-based reasoning: A case study (1997) In: Journal of the Operational Research Society., 48, pp. 1178-1190; Vinnik, S., Scholl, Marc, H., Decision support system for managing educational capacity utilization in universities (2005) International Conference on Engineering and Computer Education ICECE05; Cortés-Aldana, F., García-Melón, M., Fernández-de-Lucio, I., Aragonés-Beltrán, P., Poveda-Bautista, R., University objectives and socioeconomic results: A multicriteria measuring of alignment (2009) In: European Journal of Operational Research Volume, 199, pp. 811-822; Saaty, T., (1996) Decision Making with Dependence and Feedback: The Analytic Network Process, , RWS Publications, Pittsburgh; Saaty, T., (1980) The Analytic Hierarchy Process, , McGraw-Hill, New-York; (1988) Research and Teaching in the Universities of Denmark: Does Such an Interplay Really Exist?, 17, pp. 1-26. , Jensen, J ã., Higher Education, ctp; Neumann, R., Perceptions of the teaching-research nexus: A framework for analysis (1992) Higher Education, 23, pp. 159-171; Rowland, S., Relationships between teaching and research (1996) Teaching in Higher Education, 1, pp. 7-20; Smeby, J., Knowledge production and knowledge transmission. The interaction between research and teaching at universities (1998) Teaching in Higher Education, 3, pp. 5-20; Casper, C., Henry, M., Developing performance-oriented models for university resource allocation (2001) Research in Higher Education, 42, pp. 353-376; Stewart, K., Dalton, M., Dino, G., Wilkinson, S., The development of salary goal modeling: From regression analysis to a value-based prescriptive approach Journal of Higher Education, 67, pp. 555-576; Buckley, C., (2011) Student and Staff Perceptions of the Research-Teaching Nexus, 48, pp. 313-322; Shutov, A., Reengineering university: Modeling business processes to achieve strategic Goals (2011) 4th SIGSAND/PLAIS Symposium on Systems Analysis and Design, EuroSymposium Gdansk, LNBIP 93, pp. 3-14. , Springer-Verlag Berlin Heidelberg; Documents associated with Business Process Model and Notation (BPMN) version 2.0 Object Management Group/Business Process Management Initiative, , http://www.bpmn.org; Habermas, J., (1984) Theory of Communicative Action, Trans. Thomas McCarthy, , Boston: Beacon Press; Dietz, J., (2006) Enterprise Ontology - Theory and Methodology, , Springer-Verlag, Berlin Heidelberg; Peterson, C., Söderberg, B., Neural optimization (1998) The Handbook of Brain Research and Neural Networks, , 2nd edition. Bradford Books/The MIT Press; Silva, M., Cardeira, C., Mammeri, Z., Solving real-time scheduling problems with Hopfield-type neural networks (1997) Proceedings of the 23rd EUROMICRO Conference '97 New Frontiers of Information Technology, IEEE; Kohonen, T., (2001) Self-organizing Maps, , Third edition. Springer; Enterprise Engineering Institute, http://www.demo.nl/; Liu, K., (2001) Information, Organisation, and Technology: Studies in Organisational Semiotics, , Springer"
"Alexandrov D., Baranova V., Ivaniushina V.","9243817900;57203188113;6603652997;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988503597&doi=10.17323%2f1814-9545-2012-1-176-199&partnerID=40&md5=49eec1b826a7470fdf92717cc280368c","(2011), Russian Source; (2012), 1. , www.slon.hse.spb.ru, Russian Source; (2010), 1 (72), pp. 229-240. , Russian Source; Russian Source; (2011), 3, pp. 164-191. , Russian Source; (2010), 8, pp. 94-101. , Russian Source; (2008), 4, pp. 56-80. , Russian Source; (2005), 4, pp. 94-100. , Russian Source; Alba, R., Silberman, R., The children of immigrants and hostsociety educational systems: Mexicans in the United States and North Africans in France (2009) Teachers College Record, 111 (6), pp. 1444-1475; Baerveldt, C., Zijlstra, B., De Wolf, M., Van Rossem, R., Van Duijn, M.A.J., Ethnic boundaries in high school students' networks in Flanders and the Netherlands (2007) International Sociology, 22, pp. 701-720; Feliciano, C., Educational selectivity in U. S. immigration: How do immigrants compare to those left behind? (2005) Demography, 42, pp. 131-152; Ganzeboom, H., Treiman, D., Internationally comparable measures of occupational status for the 1988 International Standard Classification of Occupations (1996) Social Science Research, 25, pp. 201-239; Gibson, M., (1988) Accommodation without assimilation: Sikh immigrants in an American high school, , Ithaca: Cornell University Press; Harklau, L., Representational practices and multi-modal communication in U. S. high schools: Implications for adolescent im migrants (2003) Language socialization in bilingual and multilingual societies, pp. 83-97. , Bayley R., Schecter S. R. (Eds). Clevedon, UK: Multilingual Matters; Holdaway, J., Crul, M., Roberts, C., Cross-national comparison of provision and outcomes for the education of the second generation (2009) Teachers College Record, 111 (6), pp. 1381-1403; Kao, G., Social capital and its relevance to minority and immigrant populations (2004) Sociology of Education, 77, pp. 172-183; Kao, G., Tienda, M., Optimism and achievement-the educational performance of immigrant youth (1995) Social Science Quarterly, 76 (1), pp. 1-19; Kao, G., Tienda, M., Educational aspirations of minority youth (1998) American Journal of Education, 106, pp. 349-384; Krahn, H., Taylor, A., Resilient teenagers: Explaining the high educational aspirations of visible-minority youth in Canada (2005) Journal of International Migration and Integration / Revue de l'integration et de la migration internationale, 6, pp. 405-434; Kroneberg, C., Ethnic communities and school performance among the new second generation in the United States: Testing the theory of segmented assimilation (2008) The Annals of the American Academy of Political and Social Science, 620, pp. 138-160; Lee, J.-E.J., She's Hungarious so she's Mexican but she's most likely Indian: Negotiating ethnic labels in a California junior school (2009) Pragmatics, 19 (1), pp. 39-63; Levels, M., Dronkers, J., Educational performance of native and immigrant children from various countries of origin (2008) Ethnic and Racial Studies, 31, pp. 1404-1425; Moody, J., Race, school integration, and friendship segregation in America (2001) American Journal of Sociology, 107, pp. 679-716; Portes, A., Children of immigrants: Segmented assimilation and its determinants (1995) The economic sociology of immigration: Essays on networks, ethnicity, and entrepreneurship, pp. 248-280. , A. Portes (Ed.). New York: Russell Sage Foundation; Portes, A., Social capital: Its origins and applications in modern sociology (1998) Annual Review of Sociology, 24, pp. 1-24; Portes, A., Hao, L., The schooling of children of immigrants: Contextual effects on the educational attainment of the second generation (2004) Proceedings of the National Academy of Sciences, 101, pp. 11920-11927; Portes, A., Rumbaut, R.G., Introduction: The second generation and the children of immigrants longitudinal study (2005) Ethnic and Racial Studies, 28, pp. 983-999; Portes, A., Zhou, M., The new second generation: Segmented assimilation and its variants (1993) Annals of the American Academy of Political and Social Science, 530, pp. 74-96; Rumberger, R.W., Larson, K.A., Student mobility and the increased risk of high school dropout (1998) American Journal of Education, 107, pp. 1-35; Silberman, R., Alba, R., Fournier, I., Segmented assimilation in France? Discrimination in the labour market against the second generation (2007) Ethnic and Racial Studies, 30, pp. 1-27; Swanson, C.B., Schneider, B., Students on the move: Residential and educational mobility in America's schools (1999) Sociology of Education, 72, pp. 54-67; Van Houtte, M.V., Stevens, P.A.J., School ethnic composition and students' integration outside and inside schools in Belgium (2009) Sociology of Education, 82, pp. 217-239; Vermeij, L., van Duijn, M., Baerveldt, C., Ethnic segregation in context: Social discrimination among native Dutch pupils and their ethnic minority classmates (2009) Social Networks, 31, pp. 230-239; Waters, M.C., Ethnic and racial identities of second-generation black immigrants in New York City (1994) International Migration Review, 28, pp. 795-820; Waters, M., (1990) Ethnic options: Choosing identities in America, , Berkeley: Univ. of California Press; Zhou, M., Kim, S.S., Community forces, social capital, and educational achievement: The case of supplementary education in the Chinese and Korean immigrant communities (2006) Harvard Educational Review, 76, pp. 1-29"
"Androushchak G., Yudkevich M.","55786984600;25924090500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918913612&doi=10.4324%2f9780203803080&partnerID=40&md5=d24d22e1ceef6394e63d5225585b4fce","Rumbley, L.E., Pacheco, I.F., Altbach, P.G., (2008) International Comparison of Academic Salaries: An Exploratory Study, , Chestnut Hill, MA: Center for International Higher Education, Boston College"
